inchikey,standard_smiles,E_BYP/(Eh),ZPE/(Eh),H_corr/(Eh),S_RRHO_298/(cal/mol/K),Cp_RRHO/(cal/mol/K),Freqs/(cm-1),Hf_conf_298/(kcal/mol),S_conf_298/(cal/mol/K),Cp_conf/(cal/mol/K),E_MP2/(Eh),Exp_SO/(Eh),Hf_BAC/(kcal/mol),Hf_BDC/(kcal/mol),Hf_B3LYP/(kcal/mol),Hf_MP2/(kcal/mol),Hf_CCSDT/(kcal/mol),Hf_CCSDT_CBH/(kcal/mol),S_298/(cal/mol/K),Cp/(cal/mol/K),HF_DZ/(Eh),HF_TZ/(Eh),CC_DZ/(Eh),CC_TZ/(Eh),HF_CBS/(Eh),Corr_CBS/(Eh),CC_CBS/(Eh)
AFVMDRFUJONSCM-UHFFFAOYSA-N-1,c1ccc2cc3cc4c(ccc5c6ccccc6ccc45)cc3cc2c1,-999.8188243,0.3232547,0.3422739,136.65,"{100: np.float64(26.45), 150: np.float64(37.92), 200: np.float64(51.33), 250: np.float64(65.9), 298.15: np.float64(80.15), 300: np.float64(80.69), 350: np.float64(94.94), 400: np.float64(108.17), 450: np.float64(120.18), 500: np.float64(130.93), 550: np.float64(140.49), 600: np.float64(148.99), 650: np.float64(156.57), 700: np.float64(163.33), 750: np.float64(169.4), 800: np.float64(174.87), 850: np.float64(179.82), 900: np.float64(184.31), 950: np.float64(188.39), 1000: np.float64(192.11), 1100: np.float64(198.64), 1200: np.float64(204.15), 1300: np.float64(208.82), 1400: np.float64(212.81), 1500: np.float64(216.24), 1600: np.float64(219.2), 1700: np.float64(221.77), 1800: np.float64(224.01), 1900: np.float64(225.97), 2000: np.float64(227.7), 2250: np.float64(231.2), 2500: np.float64(233.82), 2750: np.float64(235.84), 3000: np.float64(237.41), 3250: np.float64(238.67), 3500: np.float64(239.68), 3750: np.float64(240.51), 4000: np.float64(241.2), 4250: np.float64(241.77), 4500: np.float64(242.25), 4750: np.float64(242.67), 5000: np.float64(243.02)}","[27.7295, 48.9891, 73.2226, 95.887, 109.0013, 160.6986, 162.5809, 214.173, 217.3733, 223.4391, 265.846, 300.2003, 335.4399, 351.1458, 395.9726, 406.671, 434.1137, 437.157, 483.6671, 489.1507, 495.5554, 503.6817, 508.0337, 531.9106, 545.2396, 564.4923, 571.0891, 592.5766, 606.5736, 625.2309, 644.7511, 676.4892, 702.2339, 711.1771, 758.4262, 763.1343, 772.1055, 775.381, 783.034, 786.9731, 802.5705, 816.0232, 829.7557, 845.8227, 856.1193, 865.9422, 876.9552, 887.2637, 896.5029, 917.3396, 920.6759, 933.2167, 933.3537, 947.9782, 963.7527, 981.6317, 991.6839, 999.604, 1009.8265, 1019.015, 1020.0808, 1033.8216, 1039.0216, 1064.9141, 1110.3862, 1151.0824, 1163.6785, 1164.5865, 1176.9889, 1183.8974, 1193.3179, 1211.0951, 1230.9116, 1237.7289, 1258.1601, 1267.2367, 1289.6455, 1297.5247, 1312.0835, 1317.4783, 1340.1247, 1372.0568, 1386.0883, 1398.4512, 1414.9274, 1424.3029, 1444.2707, 1451.3006, 1466.7998, 1467.3603, 1480.2506, 1489.6526, 1510.5034, 1528.4245, 1570.3573, 1580.576, 1605.5214, 1610.0551, 1633.5121, 1657.6526, 1674.2412, 1675.8544, 1684.2131, 1694.779, 3161.9804, 3163.6844, 3164.9149, 3165.9091, 3166.5257, 3170.3098, 3171.5702, 3172.6321, 3176.9901, 3182.5897, 3191.7637, 3193.8432, 3194.2376, 3205.2505, 3215.5951, 3222.5119]",0.0,0.0,"{100: np.float64(0.0), 150: np.float64(0.0), 200: np.float64(0.0), 250: np.float64(0.0), 298.15: np.float64(0.0), 300: np.float64(0.0), 350: np.float64(0.0), 400: np.float64(0.0), 450: np.float64(0.0), 500: np.float64(0.0), 550: np.float64(0.0), 600: np.float64(0.0), 650: np.float64(0.0), 700: np.float64(0.0), 750: np.float64(0.0), 800: np.float64(0.0), 850: np.float64(0.0), 900: np.float64(0.0), 950: np.float64(0.0), 1000: np.float64(0.0), 1100: np.float64(0.0), 1200: np.float64(0.0), 1300: np.float64(0.0), 1400: np.float64(0.0), 1500: np.float64(0.0), 1600: np.float64(0.0), 1700: np.float64(0.0), 1800: np.float64(0.0), 1900: np.float64(0.0), 2000: np.float64(0.0), 2250: np.float64(0.0), 2500: np.float64(0.0), 2750: np.float64(0.0), 3000: np.float64(0.0), 3250: np.float64(0.0), 3500: np.float64(0.0), 3750: np.float64(0.0), 4000: np.float64(0.0), 4250: np.float64(0.0), 4500: np.float64(0.0), 4750: np.float64(0.0), 5000: np.float64(0.0)}",-997.3760543,-0.00364,-21.05,-7.0,-348.46,1184.4,,101.12,136.65,"{100: np.float64(26.45), 150: np.float64(37.92), 200: np.float64(51.33), 250: np.float64(65.9), 298.15: np.float64(80.15), 300: np.float64(80.69), 350: np.float64(94.94), 400: np.float64(108.17), 450: np.float64(120.18), 500: np.float64(130.93), 550: np.float64(140.49), 600: np.float64(148.99), 650: np.float64(156.57), 700: np.float64(163.33), 750: np.float64(169.4), 800: np.float64(174.87), 850: np.float64(179.82), 900: np.float64(184.31), 950: np.float64(188.39), 1000: np.float64(192.11), 1100: np.float64(198.64), 1200: np.float64(204.15), 1300: np.float64(208.82), 1400: np.float64(212.81), 1500: np.float64(216.24), 1600: np.float64(219.2), 1700: np.float64(221.77), 1800: np.float64(224.01), 1900: np.float64(225.97), 2000: np.float64(227.7), 2250: np.float64(231.2), 2500: np.float64(233.82), 2750: np.float64(235.84), 3000: np.float64(237.41), 3250: np.float64(238.67), 3500: np.float64(239.68), 3750: np.float64(240.51), 4000: np.float64(241.2), 4250: np.float64(241.77), 4500: np.float64(242.25), 4750: np.float64(242.67), 5000: np.float64(243.02)}",,,,,,,
CSHWQDPOILHKBI-UHFFFAOYSA-N-1,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-768.9160333,0.245858,0.260029,110.64,"{100: np.float64(19.25), 150: np.float64(27.89), 200: np.float64(38.04), 250: np.float64(49.08), 298.15: np.float64(59.91), 300: np.float64(60.32), 350: np.float64(71.19), 400: np.float64(81.3), 450: np.float64(90.49), 500: np.float64(98.73), 550: np.float64(106.05), 600: np.float64(112.57), 650: np.float64(118.36), 700: np.float64(123.54), 750: np.float64(128.18), 800: np.float64(132.36), 850: np.float64(136.14), 900: np.float64(139.56), 950: np.float64(142.68), 1000: np.float64(145.52), 1100: np.float64(150.49), 1200: np.float64(154.69), 1300: np.float64(158.24), 1400: np.float64(161.28), 1500: np.float64(163.88), 1600: np.float64(166.13), 1700: np.float64(168.09), 1800: np.float64(169.79), 1900: np.float64(171.28), 2000: np.float64(172.59), 2250: np.float64(175.24), 2500: np.float64(177.24), 2750: np.float64(178.77), 3000: np.float64(179.97), 3250: np.float64(180.92), 3500: np.float64(181.69), 3750: np.float64(182.31), 4000: np.float64(182.84), 4250: np.float64(183.27), 4500: np.float64(183.64), 4750: np.float64(183.95), 5000: np.float64(184.22)}","[31.389, 96.6129, 137.1297, 180.6107, 209.9352, 243.9174, 257.4558, 303.5666, 359.9551, 367.7984, 435.5303, 439.1915, 472.0407, 477.5511, 491.4518, 544.4706, 548.4168, 549.1017, 561.6677, 576.2205, 592.2492, 639.7608, 657.3243, 689.2455, 690.4629, 776.1353, 788.3275, 795.5588, 806.9128, 808.1172, 810.1951, 811.3497, 839.6352, 887.0617, 923.3973, 931.0738, 934.6439, 944.1712, 966.5022, 988.3516, 1005.0028, 1005.7417, 1007.2957, 1015.2806, 1021.6555, 1074.4122, 1087.0177, 1117.3585, 1133.0976, 1149.1375, 1163.5814, 1165.6916, 1207.5437, 1211.1288, 1221.4348, 1241.2059, 1247.7676, 1255.3738, 1323.2051, 1329.3905, 1376.5875, 1398.9191, 1401.418, 1412.6354, 1419.9408, 1423.6536, 1481.7853, 1483.037, 1499.2127, 1521.6467, 1554.7172, 1577.2793, 1626.6658, 1649.5934, 1650.1245, 1653.1735, 1668.0478, 1683.2999, 3168.7845, 3169.1666, 3170.8376, 3171.3724, 3185.1806, 3186.8582, 3186.8923, 3188.7746, 3203.311, 3203.5471, 3217.6556, 3217.9095]",0.0,0.0,"{100: np.float64(0.0), 150: np.float64(0.0), 200: np.float64(0.0), 250: np.float64(0.0), 298.15: np.float64(0.0), 300: np.float64(0.0), 350: np.float64(0.0), 400: np.float64(0.0), 450: np.float64(0.0), 500: np.float64(0.0), 550: np.float64(0.0), 600: np.float64(0.0), 650: np.float64(0.0), 700: np.float64(0.0), 750: np.float64(0.0), 800: np.float64(0.0), 850: np.float64(0.0), 900: np.float64(0.0), 950: np.float64(0.0), 1000: np.float64(0.0), 1100: np.float64(0.0), 1200: np.float64(0.0), 1300: np.float64(0.0), 1400: np.float64(0.0), 1500: np.float64(0.0), 1600: np.float64(0.0), 1700: np.float64(0.0), 1800: np.float64(0.0), 1900: np.float64(0.0), 2000: np.float64(0.0), 2250: np.float64(0.0), 2500: np.float64(0.0), 2750: np.float64(0.0), 3000: np.float64(0.0), 3250: np.float64(0.0), 3500: np.float64(0.0), 3750: np.float64(0.0), 4000: np.float64(0.0), 4250: np.float64(0.0), 4500: np.float64(0.0), 4750: np.float64(0.0), 5000: np.float64(0.0)}",-767.0404675,-0.0028,-15.43,-9.46,-272.19,904.74,75.46,,110.64,"{100: np.float64(19.25), 150: np.float64(27.89), 200: np.float64(38.04), 250: np.float64(49.08), 298.15: np.float64(59.91), 300: np.float64(60.32), 350: np.float64(71.19), 400: np.float64(81.3), 450: np.float64(90.49), 500: np.float64(98.73), 550: np.float64(106.05), 600: np.float64(112.57), 650: np.float64(118.36), 700: np.float64(123.54), 750: np.float64(128.18), 800: np.float64(132.36), 850: np.float64(136.14), 900: np.float64(139.56), 950: np.float64(142.68), 1000: np.float64(145.52), 1100: np.float64(150.49), 1200: np.float64(154.69), 1300: np.float64(158.24), 1400: np.float64(161.28), 1500: np.float64(163.88), 1600: np.float64(166.13), 1700: np.float64(168.09), 1800: np.float64(169.79), 1900: np.float64(171.28), 2000: np.float64(172.59), 2250: np.float64(175.24), 2500: np.float64(177.24), 2750: np.float64(178.77), 3000: np.float64(179.97), 3250: np.float64(180.92), 3500: np.float64(181.69), 3750: np.float64(182.31), 4000: np.float64(182.84), 4250: np.float64(183.27), 4500: np.float64(183.64), 4750: np.float64(183.95), 5000: np.float64(184.22)}",-764.4563446,-764.62847,-767.2380113,-767.9509399,-764.686439,-3.6509904,-768.3374294
DHCSBRKYHMINPB-UHFFFAOYSA-N-1,c1ccc2cc3c(ccc4c5cc6ccccc6cc5ccc34)cc2c1,-999.8219902,0.3233458,0.3423551,135.22,"{100: np.float64(26.44), 150: np.float64(37.9), 200: np.float64(51.3), 250: np.float64(65.86), 298.15: np.float64(80.1), 300: np.float64(80.64), 350: np.float64(94.88), 400: np.float64(108.12), 450: np.float64(120.13), 500: np.float64(130.88), 550: np.float64(140.44), 600: np.float64(148.95), 650: np.float64(156.52), 700: np.float64(163.29), 750: np.float64(169.37), 800: np.float64(174.84), 850: np.float64(179.79), 900: np.float64(184.28), 950: np.float64(188.36), 1000: np.float64(192.09), 1100: np.float64(198.62), 1200: np.float64(204.13), 1300: np.float64(208.81), 1400: np.float64(212.8), 1500: np.float64(216.23), 1600: np.float64(219.19), 1700: np.float64(221.76), 1800: np.float64(224.0), 1900: np.float64(225.96), 2000: np.float64(227.69), 2250: np.float64(231.19), 2500: np.float64(233.82), 2750: np.float64(235.83), 3000: np.float64(237.41), 3250: np.float64(238.66), 3500: np.float64(239.68), 3750: np.float64(240.5), 4000: np.float64(241.19), 4250: np.float64(241.77), 4500: np.float64(242.25), 4750: np.float64(242.66), 5000: np.float64(243.02)}","[24.872, 52.2969, 83.1873, 98.5019, 98.9265, 134.1825, 188.541, 193.365, 238.135, 250.8679, 259.1147, 286.2413, 326.7092, 346.4271, 395.4993, 414.9108, 428.4063, 433.2094, 487.3606, 487.8525, 490.4836, 493.1359, 505.903, 547.1473, 556.1653, 556.6225, 567.8824, 605.0674, 614.5423, 637.3801, 637.9375, 661.8829, 699.1418, 725.4417, 744.8445, 754.7506, 764.5247, 769.9595, 799.5454, 800.6056, 809.2476, 812.4646, 815.0779, 849.1242, 867.0747, 867.7511, 878.2226, 891.8032, 897.994, 923.0762, 923.6304, 931.947, 950.4274, 952.752, 962.3273, 989.7014, 989.7196, 1001.375, 1008.6782, 1019.3457, 1019.4045, 1023.2226, 1040.9512, 1041.1921, 1106.1169, 1154.5742, 1157.9598, 1166.9308, 1169.1893, 1190.0639, 1193.5638, 1202.3985, 1222.2535, 1238.8149, 1244.0354, 1287.7342, 1298.239, 1307.2755, 1310.9861, 1323.192, 1349.2738, 1370.9808, 1376.129, 1409.5541, 1410.1704, 1432.0711, 1446.0388, 1446.4698, 1462.8809, 1474.8433, 1476.7305, 1485.7421, 1522.7744, 1531.8082, 1534.6224, 1591.9209, 1609.4579, 1614.8328, 1642.4761, 1649.8879, 1671.1861, 1679.8198, 1692.1206, 1692.5343, 3163.0926, 3163.1118, 3164.5956, 3164.6116, 3169.4959, 3169.5235, 3172.5436, 3172.876, 3182.1295, 3182.1482, 3193.677, 3193.7618, 3194.7851, 3194.975, 3217.5159, 3217.8358]",0.0,0.0,"{100: np.float64(0.0), 150: np.float64(0.0), 200: np.float64(0.0), 250: np.float64(0.0), 298.15: np.float64(0.0), 300: np.float64(0.0), 350: np.float64(0.0), 400: np.float64(0.0), 450: np.float64(0.0), 500: np.float64(0.0), 550: np.float64(0.0), 600: np.float64(0.0), 650: np.float64(0.0), 700: np.float64(0.0), 750: np.float64(0.0), 800: np.float64(0.0), 850: np.float64(0.0), 900: np.float64(0.0), 950: np.float64(0.0), 1000: np.float64(0.0), 1100: np.float64(0.0), 1200: np.float64(0.0), 1300: np.float64(0.0), 1400: np.float64(0.0), 1500: np.float64(0.0), 1600: np.float64(0.0), 1700: np.float64(0.0), 1800: np.float64(0.0), 1900: np.float64(0.0), 2000: np.float64(0.0), 2250: np.float64(0.0), 2500: np.float64(0.0), 2750: np.float64(0.0), 3000: np.float64(0.0), 3250: np.float64(0.0), 3500: np.float64(0.0), 3750: np.float64(0.0), 4000: np.float64(0.0), 4250: np.float64(0.0), 4500: np.float64(0.0), 4750: np.float64(0.0), 5000: np.float64(0.0)}",-997.3795124,-0.00364,-21.05,-7.0,-350.39,1182.29,,99.0,135.22,"{100: np.float64(26.44), 150: np.float64(37.9), 200: np.float64(51.3), 250: np.float64(65.86), 298.15: np.float64(80.1), 300: np.float64(80.64), 350: np.float64(94.88), 400: np.float64(108.12), 450: np.float64(120.13), 500: np.float64(130.88), 550: np.float64(140.44), 600: np.float64(148.95), 650: np.float64(156.52), 700: np.float64(163.29), 750: np.float64(169.37), 800: np.float64(174.84), 850: np.float64(179.79), 900: np.float64(184.28), 950: np.float64(188.36), 1000: np.float64(192.09), 1100: np.float64(198.62), 1200: np.float64(204.13), 1300: np.float64(208.81), 1400: np.float64(212.8), 1500: np.float64(216.23), 1600: np.float64(219.19), 1700: np.float64(221.76), 1800: np.float64(224.0), 1900: np.float64(225.96), 2000: np.float64(227.69), 2250: np.float64(231.19), 2500: np.float64(233.82), 2750: np.float64(235.83), 3000: np.float64(237.41), 3250: np.float64(238.66), 3500: np.float64(239.68), 3750: np.float64(240.5), 4000: np.float64(241.19), 4250: np.float64(241.77), 4500: np.float64(242.25), 4750: np.float64(242.66), 5000: np.float64(243.02)}",,,,,,,
FTOVXSOBNPWTSH-UHFFFAOYSA-N-1,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-768.9050621,0.2450199,0.2593351,113.4,"{100: np.float64(19.95), 150: np.float64(28.41), 200: np.float64(38.39), 250: np.float64(49.37), 298.15: np.float64(60.2), 300: np.float64(60.61), 350: np.float64(71.49), 400: np.float64(81.61), 450: np.float64(90.8), 500: np.float64(99.02), 550: np.float64(106.33), 600: np.float64(112.83), 650: np.float64(118.61), 700: np.float64(123.77), 750: np.float64(128.4), 800: np.float64(132.57), 850: np.float64(136.33), 900: np.float64(139.74), 950: np.float64(142.85), 1000: np.float64(145.68), 1100: np.float64(150.64), 1200: np.float64(154.82), 1300: np.float64(158.36), 1400: np.float64(161.39), 1500: np.float64(163.99), 1600: np.float64(166.23), 1700: np.float64(168.17), 1800: np.float64(169.87), 1900: np.float64(171.35), 2000: np.float64(172.66), 2250: np.float64(175.3), 2500: np.float64(177.29), 2750: np.float64(178.81), 3000: np.float64(180.0), 3250: np.float64(180.95), 3500: np.float64(181.71), 3750: np.float64(182.34), 4000: np.float64(182.86), 4250: np.float64(183.29), 4500: np.float64(183.66), 4750: np.float64(183.97), 5000: np.float64(184.24)}","[66.6578, 99.6389, 120.1759, 156.4629, 164.6469, 242.1944, 272.2132, 276.5276, 329.5326, 340.5204, 399.6903, 437.7676, 449.7898, 486.3107, 496.0213, 526.5864, 558.0608, 576.7774, 577.4216, 608.5118, 633.1011, 644.6157, 662.7714, 681.1695, 705.0602, 765.88, 771.8301, 784.3593, 806.0167, 808.8238, 825.133, 826.4886, 880.4379, 881.6875, 901.126, 925.3158, 936.9957, 956.5609, 960.8656, 974.0395, 983.3967, 1005.9866, 1012.4548, 1018.9707, 1027.0331, 1049.3186, 1066.3075, 1075.2213, 1099.753, 1126.3197, 1158.383, 1170.0771, 1175.2148, 1179.7194, 1202.6497, 1216.514, 1252.2879, 1271.1418, 1305.1811, 1324.2396, 1348.9794, 1361.1229, 1386.6756, 1416.4087, 1426.5969, 1462.8959, 1479.6657, 1495.6236, 1504.2044, 1515.4129, 1531.615, 1585.5041, 1635.6973, 1655.9986, 1666.1007, 1671.4868, 1674.4742, 1689.4437, 3165.4429, 3166.4605, 3170.0602, 3171.0215, 3173.9331, 3176.3066, 3182.8215, 3184.2377, 3189.1134, 3193.8983, 3195.3832, 3201.4832]",0.0,0.0,"{100: np.float64(0.0), 150: np.float64(0.0), 200: np.float64(0.0), 250: np.float64(0.0), 298.15: np.float64(0.0), 300: np.float64(0.0), 350: np.float64(0.0), 400: np.float64(0.0), 450: np.float64(0.0), 500: np.float64(0.0), 550: np.float64(0.0), 600: np.float64(0.0), 650: np.float64(0.0), 700: np.float64(0.0), 750: np.float64(0.0), 800: np.float64(0.0), 850: np.float64(0.0), 900: np.float64(0.0), 950: np.float64(0.0), 1000: np.float64(0.0), 1100: np.float64(0.0), 1200: np.float64(0.0), 1300: np.float64(0.0), 1400: np.float64(0.0), 1500: np.float64(0.0), 1600: np.float64(0.0), 1700: np.float64(0.0), 1800: np.float64(0.0), 1900: np.float64(0.0), 2000: np.float64(0.0), 2250: np.float64(0.0), 2500: np.float64(0.0), 2750: np.float64(0.0), 3000: np.float64(0.0), 3250: np.float64(0.0), 3500: np.float64(0.0), 3750: np.float64(0.0), 4000: np.float64(0.0), 4250: np.float64(0.0), 4500: np.float64(0.0), 4750: np.float64(0.0), 5000: np.float64(0.0)}",-767.0332484,-0.0028,-15.98,-1.06,-265.75,908.83,80.11,80.11,113.4,"{100: np.float64(19.95), 150: np.float64(28.41), 200: np.float64(38.39), 250: np.float64(49.37), 298.15: np.float64(60.2), 300: np.float64(60.61), 350: np.float64(71.49), 400: np.float64(81.61), 450: np.float64(90.8), 500: np.float64(99.02), 550: np.float64(106.33), 600: np.float64(112.83), 650: np.float64(118.61), 700: np.float64(123.77), 750: np.float64(128.4), 800: np.float64(132.57), 850: np.float64(136.33), 900: np.float64(139.74), 950: np.float64(142.85), 1000: np.float64(145.68), 1100: np.float64(150.64), 1200: np.float64(154.82), 1300: np.float64(158.36), 1400: np.float64(161.39), 1500: np.float64(163.99), 1600: np.float64(166.23), 1700: np.float64(168.17), 1800: np.float64(169.87), 1900: np.float64(171.35), 2000: np.float64(172.66), 2250: np.float64(175.3), 2500: np.float64(177.29), 2750: np.float64(178.81), 3000: np.float64(180.0), 3250: np.float64(180.95), 3500: np.float64(181.71), 3750: np.float64(182.34), 4000: np.float64(182.86), 4250: np.float64(183.29), 4500: np.float64(183.66), 4750: np.float64(183.97), 5000: np.float64(184.24)}",-764.4541367,-764.626349,-767.2309213,-767.9426756,-764.6843473,-3.644081,-768.3284282
FUDUPLHPBBXJRW-UHFFFAOYSA-N-1,c1ccc2cc3c(cc2c1)c1ccccc1c1cc2ccccc2cc13,-999.8269967,0.3238018,0.3429041,136.83,"{100: np.float64(26.86), 150: np.float64(38.13), 200: np.float64(51.29), 250: np.float64(65.69), 298.15: np.float64(79.85), 300: np.float64(80.39), 350: np.float64(94.61), 400: np.float64(107.84), 450: np.float64(119.87), 500: np.float64(130.64), 550: np.float64(140.23), 600: np.float64(148.75), 650: np.float64(156.34), 700: np.float64(163.13), 750: np.float64(169.21), 800: np.float64(174.69), 850: np.float64(179.65), 900: np.float64(184.15), 950: np.float64(188.24), 1000: np.float64(191.97), 1100: np.float64(198.51), 1200: np.float64(204.03), 1300: np.float64(208.71), 1400: np.float64(212.71), 1500: np.float64(216.15), 1600: np.float64(219.12), 1700: np.float64(221.69), 1800: np.float64(223.94), 1900: np.float64(225.9), 2000: np.float64(227.63), 2250: np.float64(231.14), 2500: np.float64(233.77), 2750: np.float64(235.8), 3000: np.float64(237.38), 3250: np.float64(238.64), 3500: np.float64(239.65), 3750: np.float64(240.48), 4000: np.float64(241.17), 4250: np.float64(241.75), 4500: np.float64(242.23), 4750: np.float64(242.65), 5000: np.float64(243.0)}","[30.9138, 34.8054, 63.4322, 78.3761, 116.198, 120.8147, 187.7808, 189.4149, 219.9763, 253.3943, 282.1361, 289.7404, 311.8329, 329.9404, 344.2841, 399.8805, 422.6771, 452.5286, 474.9858, 480.5773, 492.2124, 499.0794, 522.1822, 567.8398, 569.2482, 570.1656, 581.9554, 592.5091, 627.9439, 632.9316, 646.0923, 655.677, 721.3193, 725.3878, 738.9371, 753.252, 766.3417, 779.6685, 788.6233, 799.6675, 809.3728, 812.2185, 827.7332, 834.4828, 874.4027, 878.9297, 897.6246, 917.6748, 919.7766, 924.6709, 930.3831, 954.5776, 966.3402, 976.9901, 987.8372, 988.2045, 998.9951, 1011.533, 1018.1263, 1018.9373, 1020.4906, 1043.8854, 1045.9902, 1061.012, 1088.057, 1145.4755, 1151.0051, 1157.2156, 1168.9258, 1171.1243, 1186.0101, 1226.5621, 1229.8676, 1240.8444, 1254.0153, 1264.527, 1268.2295, 1311.1498, 1320.764, 1337.2309, 1346.3282, 1361.3768, 1377.7837, 1378.8681, 1399.2872, 1415.0574, 1444.2179, 1451.0799, 1475.6355, 1479.5372, 1493.7255, 1495.6885, 1515.5671, 1523.1574, 1549.673, 1567.8648, 1622.3979, 1624.5172, 1631.3196, 1655.2903, 1659.5825, 1670.3521, 1686.319, 1697.2411, 3164.0117, 3164.0599, 3169.0996, 3169.1838, 3173.4514, 3181.7472, 3181.8068, 3188.3121, 3192.4651, 3193.9702, 3194.0093, 3198.8691, 3200.2109, 3210.4027, 3219.4964, 3221.8013]",0.0,0.0,"{100: np.float64(0.0), 150: np.float64(0.0), 200: np.float64(0.0), 250: np.float64(0.0), 298.15: np.float64(0.0), 300: np.float64(0.0), 350: np.float64(0.0), 400: np.float64(0.0), 450: np.float64(0.0), 500: np.float64(0.0), 550: np.float64(0.0), 600: np.float64(0.0), 650: np.float64(0.0), 700: np.float64(0.0), 750: np.float64(0.0), 800: np.float64(0.0), 850: np.float64(0.0), 900: np.float64(0.0), 950: np.float64(0.0), 1000: np.float64(0.0), 1100: np.float64(0.0), 1200: np.float64(0.0), 1300: np.float64(0.0), 1400: np.float64(0.0), 1500: np.float64(0.0), 1600: np.float64(0.0), 1700: np.float64(0.0), 1800: np.float64(0.0), 1900: np.float64(0.0), 2000: np.float64(0.0), 2250: np.float64(0.0), 2500: np.float64(0.0), 2750: np.float64(0.0), 3000: np.float64(0.0), 3250: np.float64(0.0), 3500: np.float64(0.0), 3750: np.float64(0.0), 4000: np.float64(0.0), 4250: np.float64(0.0), 4500: np.float64(0.0), 4750: np.float64(0.0), 5000: np.float64(0.0)}",-997.3860492,-0.00364,-20.61,-6.72,-353.18,1178.53,,95.97,136.83,"{100: np.float64(26.86), 150: np.float64(38.13), 200: np.float64(51.29), 250: np.float64(65.69), 298.15: np.float64(79.85), 300: np.float64(80.39), 350: np.float64(94.61), 400: np.float64(107.84), 450: np.float64(119.87), 500: np.float64(130.64), 550: np.float64(140.23), 600: np.float64(148.75), 650: np.float64(156.34), 700: np.float64(163.13), 750: np.float64(169.21), 800: np.float64(174.69), 850: np.float64(179.65), 900: np.float64(184.15), 950: np.float64(188.24), 1000: np.float64(191.97), 1100: np.float64(198.51), 1200: np.float64(204.03), 1300: np.float64(208.71), 1400: np.float64(212.71), 1500: np.float64(216.15), 1600: np.float64(219.12), 1700: np.float64(221.69), 1800: np.float64(223.94), 1900: np.float64(225.9), 2000: np.float64(227.63), 2250: np.float64(231.14), 2500: np.float64(233.77), 2750: np.float64(235.8), 3000: np.float64(237.38), 3250: np.float64(238.64), 3500: np.float64(239.65), 3750: np.float64(240.48), 4000: np.float64(241.17), 4250: np.float64(241.75), 4500: np.float64(242.23), 4750: np.float64(242.65), 5000: np.float64(243.0)}",,,,,,,
